gender,first-name,last-name,date-bought-car,year-bought-car,car-make,engine-type,year-of-visit,date-of-visit,car-age-in-years,car-miles,car-age-in-months,has-issue-in-first-10k
Female,VICTORIA,ODONNELL,2005-09-01,2005,Manufacturer_2,diesel,2007,2007-02-17,2,12834,17,False
Male,JOSHUA,MACIAS,2017-06-01,2017,Manufacturer_3,diesel,2020,2020-12-07,3,68124,42,False
Male,LIAM,LAWRENCE,2007-01-01,2007,Manufacturer_1,diesel,2011,2011-03-24,4,44612,50,False
Female,ABIGAIL,HUGHES,2013-06-01,2013,Manufacturer_5,petrol,2015,2015-01-10,2,31198,19,False
Female,CAMILA,MORSE,2019-07-01,2019,Manufacturer_5,petrol,2020,2020-09-05,1,23011,14,False
Female,SARAH,HARRIS,2016-02-01,2016,Manufacturer_4,diesel,2018,2018-06-13,2,9892,28,True
Male,DIEGO,WEBSTER,2010-10-01,2010,Manufacturer_3,diesel,2014,2014-11-07,4,99564,49,False
Male,MICHAEL,LYNN,2018-05-01,2018,Manufacturer_2,diesel,2020,2020-08-06,2,43496,27,False
Male,OLIVER,CHUNG,2015-03-01,2015,Manufacturer_3,diesel,2020,2020-12-07,5,70135,69,False
Female,EMILY,GATES,2005-10-01,2005,Manufacturer_5,petrol,2007,2007-02-06,2,24578,16,False
Male,ANTHONY,LEONARD,2019-10-01,2019,Manufacturer_3,petrol,2020,2020-07-17,1,23431,9,False
Male,ANDREW,STARK,2014-01-01,2014,Manufacturer_4,petrol,2017,2017-08-19,3,35262,43,False
Female,AUDREY,BAUTISTA,2016-12-01,2016,Manufacturer_5,diesel,2020,2020-06-15,4,30768,42,False
Male,NOAH,PARK,2009-06-01,2009,Manufacturer_3,petrol,2017,2017-10-21,8,193312,100,False
Male,ALEXANDER,PERALTA,2014-11-01,2014,Manufacturer_3,petrol,2020,2020-08-19,6,114792,69,False
Female,CHARLOTTE,TERRY,2015-08-01,2015,Manufacturer_1,petrol,2020,2020-03-20,5,98785,55,False
Male,JONATHAN,HAMMOND,2012-08-01,2012,Manufacturer_2,diesel,2014,2014-11-15,2,36088,27,False
Female,MELANIE,TRAVIS,2017-02-01,2017,Manufacturer_5,petrol,2020,2020-08-01,3,29181,42,False
Female,OLIVIA,TAYLOR,2007-02-01,2007,Manufacturer_1,petrol,2012,2012-08-22,5,67010,66,False
Male,ALEXANDER,MANNING,2010-11-01,2010,Manufacturer_1,diesel,2017,2017-03-13,7,136465,76,False
Male,CHRISTIAN,MORAN,2011-07-01,2011,Manufacturer_2,diesel,2013,2013-03-16,2,48332,20,False
Female,VANESSA,BENSON,2010-09-01,2010,Manufacturer_3,petrol,2018,2018-06-04,8,150056,93,False
Female,CAMILA,BLANKENSHIP,2016-12-01,2016,Manufacturer_1,diesel,2020,2020-09-14,4,48468,45,False
Female,CHLOE,MEZA,2008-08-01,2008,Manufacturer_5,diesel,2017,2017-09-22,9,113310,109,False
Female,MADISON,DAVID,2019-03-01,2019,Manufacturer_4,diesel,2020,2020-02-16,1,19336,11,False
Female,ISABELLA,STAFFORD,2017-02-01,2017,Manufacturer_4,diesel,2020,2020-02-12,3,73230,36,False
Male,MATTHEW,WEST,2005-03-01,2005,Manufacturer_2,diesel,2007,2007-11-05,2,46302,32,False
Male,NATHAN,MORROW,2017-10-01,2017,Manufacturer_4,petrol,2020,2020-07-02,3,37260,33,False
Male,ANTHONY,BLACKBURN,2006-03-01,2006,Manufacturer_2,diesel,2014,2014-04-23,8,147712,97,False
Female,ZOE,PINEDA,2013-11-01,2013,Manufacturer_5,petrol,2020,2020-09-16,7,113337,82,False
Male,JOSE,ZUNIGA,2007-02-01,2007,Manufacturer_5,petrol,2012,2012-04-10,5,40600,62,False
Male,CHRISTOPHER,HANSON,2019-03-01,2019,Manufacturer_3,petrol,2020,2020-02-14,1,18655,11,False
Male,JULIAN,MCLAUGHLIN,2014-03-01,2014,Manufacturer_1,diesel,2016,2016-02-03,2,36642,23,False
Male,ELIJAH,VALENTINE,2014-11-01,2014,Manufacturer_1,petrol,2020,2020-10-25,6,73938,71,False
Female,ABIGAIL,RIVERS,2018-06-01,2018,Manufacturer_4,diesel,2019,2019-08-25,1,5938,14,True
Male,ALEXANDER,BUCK,2012-08-01,2012,Manufacturer_1,diesel,2019,2019-02-17,7,148246,78,False
Male,NOAH,CAREY,2014-12-01,2014,Manufacturer_4,diesel,2020,2020-06-11,6,119610,66,False
Male,CHRISTOPHER,MEDRANO,2009-05-01,2009,Manufacturer_3,diesel,2012,2012-07-04,3,35379,38,False
Female,MIA,WAGNER,2009-10-01,2009,Manufacturer_1,petrol,2017,2017-05-05,8,113920,91,False
Female,OLIVIA,MELENDEZ,2010-07-01,2010,Manufacturer_1,diesel,2017,2017-12-11,7,81053,89,False
Male,CHRISTIAN,ACEVEDO,2019-03-01,2019,Manufacturer_5,diesel,2020,2020-03-25,1,5654,12,True
Female,KIMBERLY,PROCTOR,2010-10-01,2010,Manufacturer_4,diesel,2012,2012-09-24,2,41136,23,False
Male,JAYDEN,ATKINSON,2019-01-01,2019,Manufacturer_3,petrol,2020,2020-04-14,1,9478,15,True
Male,JOSE,LAMBERT,2009-02-01,2009,Manufacturer_3,petrol,2016,2016-02-08,7,123088,84,False
Female,ALEXIS,ROSE,2010-07-01,2010,Manufacturer_4,diesel,2013,2013-08-09,3,73482,37,False
Female,ISABELLA,MULLINS,2009-02-01,2009,Manufacturer_2,petrol,2011,2011-05-13,2,26568,27,False
Male,AIDEN,MILES,2009-03-01,2009,Manufacturer_5,diesel,2018,2018-02-17,9,147627,107,False
Male,DANIEL,HOBBS,2012-05-01,2012,Manufacturer_3,petrol,2017,2017-11-03,5,87045,66,False
Female,EVELYN,BRADFORD,2019-11-01,2019,Manufacturer_1,petrol,2020,2020-05-02,1,20432,6,False
Female,VICTORIA,HINTON,2011-11-01,2011,Manufacturer_3,petrol,2016,2016-03-13,5,121565,52,False
Male,JACOB,VARGAS,2008-01-01,2008,Manufacturer_5,diesel,2016,2016-04-21,8,68704,99,False
Male,ANDREW,NIELSEN,2019-06-01,2019,Manufacturer_1,diesel,2020,2020-04-16,1,11403,10,False
Male,MATTHEW,KELLER,2014-01-01,2014,Manufacturer_2,diesel,2020,2020-03-08,6,79548,74,False
Female,CHARLOTTE,HURLEY,2014-05-01,2014,Manufacturer_3,petrol,2020,2020-07-18,6,53208,74,False
Male,NOAH,WASHINGTON,2017-04-01,2017,Manufacturer_3,diesel,2020,2020-05-03,3,53904,37,False
Female,AUDREY,LLOYD,2016-11-01,2016,Manufacturer_3,petrol,2020,2020-02-15,4,67760,39,False
Female,CHLOE,HOLLOWAY,2005-02-01,2005,Manufacturer_5,diesel,2013,2013-02-07,8,137144,96,False
Female,KIMBERLY,SCOTT,2007-10-01,2007,Manufacturer_1,diesel,2008,2008-02-15,1,10947,4,False
Male,NATHAN,ESPINOZA,2012-04-01,2012,Manufacturer_4,diesel,2013,2013-02-17,1,24291,10,False
Male,DAVID,STEVENS,2011-09-01,2011,Manufacturer_2,diesel,2013,2013-04-20,2,11034,19,False
Female,JENNIFER,NICHOLSON,2013-08-01,2013,Manufacturer_3,diesel,2020,2020-01-23,7,32970,77,False
Female,ABIGAIL,ROSS,2007-12-01,2007,Manufacturer_5,petrol,2010,2010-07-12,3,21822,31,False
Female,JOCELYN,MORAN,2009-12-01,2009,Manufacturer_3,diesel,2015,2015-06-09,6,87288,66,False
Female,BELLA,PAYNE,2016-09-01,2016,Manufacturer_3,petrol,2020,2020-11-11,4,79056,50,False
Male,ETHAN,GLASS,2014-05-01,2014,Manufacturer_2,petrol,2020,2020-07-07,6,121734,74,False
Female,CAMILA,RASMUSSEN,2019-12-01,2019,Manufacturer_2,diesel,2020,2020-10-21,1,14078,10,False
Male,MATEO,RAY,2016-01-01,2016,Manufacturer_5,petrol,2020,2020-12-03,4,40512,59,False
Female,ARIA,DICKERSON,2006-09-01,2006,Manufacturer_4,diesel,2011,2011-04-06,5,64045,55,False
Male,ALEXANDER,MEYERS,2010-11-01,2010,Manufacturer_1,petrol,2014,2014-09-09,4,22556,46,False
Male,AARON,WALTERS,2013-09-01,2013,Manufacturer_5,petrol,2015,2015-01-20,2,17364,16,False
Female,MADISON,MONTGOMERY,2011-10-01,2011,Manufacturer_1,diesel,2016,2016-05-03,5,51205,55,False
Female,EMMA,STEELE,2012-12-01,2012,Manufacturer_3,petrol,2015,2015-04-16,3,32601,28,False
Male,ANGEL,GIBSON,2005-01-01,2005,Manufacturer_5,diesel,2010,2010-05-21,5,42605,64,False
Male,MICHAEL,NGUYEN,2017-10-01,2017,Manufacturer_1,diesel,2020,2020-07-04,3,45369,33,False
Female,ALYSSA,LEVY,2006-02-01,2006,Manufacturer_5,petrol,2012,2012-10-18,6,115086,80,False
Female,SOPHIA,LEAL,2014-04-01,2014,Manufacturer_2,diesel,2020,2020-04-02,6,110046,72,False
Male,GABRIEL,THOMPSON,2006-11-01,2006,Manufacturer_5,diesel,2008,2008-11-19,2,34188,24,False
Female,KIMBERLY,MAYER,2007-09-01,2007,Manufacturer_3,diesel,2015,2015-04-20,8,114464,91,False
Female,ELLA,ANDREWS,2012-04-01,2012,Manufacturer_2,petrol,2018,2018-06-20,6,39492,74,False
Male,MATTHEW,POWELL,2005-06-01,2005,Manufacturer_3,petrol,2014,2014-03-16,9,42309,105,False
Male,ALEXANDER,MONTOYA,2010-09-01,2010,Manufacturer_5,diesel,2013,2013-01-20,3,63810,28,False
Female,CHARLOTTE,BARRON,2017-02-01,2017,Manufacturer_2,petrol,2019,2019-05-12,2,9106,27,True
Male,DIEGO,WALLS,2008-09-01,2008,Manufacturer_4,petrol,2016,2016-10-24,8,196712,97,False
Male,DIEGO,DRAKE,2017-11-01,2017,Manufacturer_2,petrol,2019,2019-12-02,2,45080,25,False
Female,ISABELLA,GALINDO,2018-04-01,2018,Manufacturer_2,petrol,2020,2020-05-12,2,12238,25,False
Male,SEBASTIAN,HULL,2016-05-01,2016,Manufacturer_4,petrol,2020,2020-09-07,4,57312,52,False
Female,MIA,LARSEN,2019-04-01,2019,Manufacturer_4,petrol,2020,2020-11-14,1,19440,19,False
Male,AARON,MARKS,2009-11-01,2009,Manufacturer_3,diesel,2018,2018-12-03,9,116892,109,False
Male,DAVID,HOLLAND,2019-07-01,2019,Manufacturer_5,diesel,2020,2020-03-25,1,14695,8,False
Male,MASON,BLANCHARD,2011-07-01,2011,Manufacturer_4,petrol,2017,2017-02-15,6,109416,67,False
Male,ETHAN,SIMPSON,2010-02-01,2010,Manufacturer_5,diesel,2012,2012-04-23,2,30936,26,False
Female,AVA,RODRIGUEZ,2005-05-01,2005,Manufacturer_2,diesel,2010,2010-06-01,5,120355,61,False
Male,JACOB,WHEELER,2013-03-01,2013,Manufacturer_4,diesel,2016,2016-10-18,3,67371,43,False
Male,MICHAEL,WARREN,2016-05-01,2016,Manufacturer_2,diesel,2020,2020-11-02,4,81856,54,False
Male,DAVID,RILEY,2009-04-01,2009,Manufacturer_5,diesel,2013,2013-11-13,4,61860,55,False
Female,CHLOE,MORA,2018-03-01,2018,Manufacturer_2,petrol,2020,2020-03-14,2,30508,24,False
Female,SOPHIA,HINES,2005-01-01,2005,Manufacturer_1,diesel,2011,2011-09-21,6,34014,80,False
Female,HANNAH,SUAREZ,2016-02-01,2016,Manufacturer_3,diesel,2020,2020-07-04,4,97084,53,False
Male,ETHAN,LI,2015-06-01,2015,Manufacturer_2,diesel,2016,2016-12-18,1,18581,18,False
Male,CHRISTOPHER,JEFFERSON,2019-01-01,2019,Manufacturer_2,petrol,2020,2020-12-16,1,16369,23,False
Male,NATHAN,JOHNSON,2017-09-01,2017,Manufacturer_5,diesel,2020,2020-05-06,3,50994,32,False
Female,ALEXA,BENTLEY,2005-06-01,2005,Manufacturer_2,petrol,2009,2009-12-19,4,60352,54,False
Male,NATHAN,HOPKINS,2009-11-01,2009,Manufacturer_5,diesel,2016,2016-07-09,7,31521,80,False
Male,MASON,HUTCHINSON,2012-05-01,2012,Manufacturer_1,diesel,2019,2019-08-23,7,66178,87,False
Female,CHLOE,KELLY,2016-04-01,2016,Manufacturer_4,petrol,2020,2020-02-02,4,58772,46,False
Male,JOSEPH,SANTANA,2007-12-01,2007,Manufacturer_3,petrol,2015,2015-02-20,8,185352,86,False
Female,SOPHIA,REYNOLDS,2005-09-01,2005,Manufacturer_2,petrol,2013,2013-11-02,8,126744,98,False
Male,ETHAN,CONLEY,2007-04-01,2007,Manufacturer_2,petrol,2012,2012-05-04,5,50800,61,False
Male,DAVID,SOTO,2005-04-01,2005,Manufacturer_3,petrol,2009,2009-03-01,4,50748,47,False
Male,JOSE,FAULKNER,2005-07-01,2005,Manufacturer_1,petrol,2012,2012-04-02,7,114149,81,False
Male,NOAH,BANKS,2007-05-01,2007,Manufacturer_1,petrol,2010,2010-07-15,3,14046,38,False
Male,NATHAN,GIBSON,2019-08-01,2019,Manufacturer_5,petrol,2020,2020-05-18,1,10729,9,False
Male,DAVID,FIELDS,2019-05-01,2019,Manufacturer_2,petrol,2020,2020-04-14,1,23113,11,False
Male,ALEXANDER,BYRD,2009-03-01,2009,Manufacturer_3,petrol,2011,2011-09-20,2,17786,30,False
Male,NOAH,PERKINS,2013-05-01,2013,Manufacturer_1,diesel,2020,2020-11-02,7,68796,90,False
Female,VICTORIA,WHITAKER,2018-09-01,2018,Manufacturer_4,petrol,2020,2020-10-16,2,39436,25,False
Male,JACOB,RUSH,2018-04-01,2018,Manufacturer_1,diesel,2020,2020-02-03,2,29774,22,False
Male,SEBASTIAN,MCCLAIN,2016-10-01,2016,Manufacturer_3,petrol,2020,2020-04-17,4,53120,42,False
Female,GENESIS,CHANDLER,2019-10-01,2019,Manufacturer_4,diesel,2020,2020-05-19,1,13538,7,False
Male,JOSE,WILKERSON,2009-08-01,2009,Manufacturer_3,diesel,2018,2018-09-01,9,150111,109,False
Female,ZOE,OCONNOR,2006-05-01,2006,Manufacturer_4,diesel,2007,2007-10-11,1,20514,17,False
Male,ANGEL,WILLIAMS,2008-06-01,2008,Manufacturer_3,diesel,2015,2015-11-13,7,105637,89,False
Male,GABRIEL,VILLANUEVA,2005-11-01,2005,Manufacturer_2,diesel,2013,2013-12-24,8,40616,97,False
Female,BRIANNA,DUKE,2015-08-01,2015,Manufacturer_4,diesel,2019,2019-05-12,4,57116,45,False
Male,CHRISTIAN,CROSBY,2005-04-01,2005,Manufacturer_5,petrol,2012,2012-03-15,7,169260,83,False
Female,SAMANTHA,CASTANEDA,2009-02-01,2009,Manufacturer_5,diesel,2017,2017-10-18,8,99984,104,False
Male,OLIVER,ROWE,2015-10-01,2015,Manufacturer_5,petrol,2020,2020-01-23,5,48575,51,False
Female,SCARLETT,WALSH,2015-04-01,2015,Manufacturer_3,petrol,2020,2020-05-23,5,37015,61,False
Male,AIDEN,DELGADO,2010-09-01,2010,Manufacturer_1,diesel,2014,2014-03-06,4,44844,42,False
Male,BRANDON,BEASLEY,2007-05-01,2007,Manufacturer_2,petrol,2015,2015-10-04,8,146920,101,False
Male,LIAM,ALEXANDER,2013-11-01,2013,Manufacturer_1,petrol,2015,2015-02-21,2,31810,15,False
Male,NOAH,FREDERICK,2015-10-01,2015,Manufacturer_5,diesel,2016,2016-04-18,1,10543,6,False
Female,OLIVIA,ZIMMERMAN,2017-07-01,2017,Manufacturer_5,petrol,2019,2019-01-02,2,49584,18,False
Female,NATALIE,FRYE,2009-07-01,2009,Manufacturer_5,diesel,2015,2015-11-25,6,29052,76,False
Male,NOAH,CHARLES,2019-08-01,2019,Manufacturer_5,petrol,2020,2020-09-20,1,23838,13,False
Female,ALYSSA,CERVANTES,2007-07-01,2007,Manufacturer_1,diesel,2013,2013-03-04,6,123480,68,False
Female,EMMA,YOUNG,2013-04-01,2013,Manufacturer_2,petrol,2020,2020-03-12,7,71743,83,False
Male,AIDEN,GAINES,2012-10-01,2012,Manufacturer_3,petrol,2016,2016-02-17,4,36256,40,False
Male,DANIEL,PATEL,2019-01-01,2019,Manufacturer_5,petrol,2020,2020-11-06,1,11998,22,False
Female,ELIZABETH,MORENO,2009-02-01,2009,Manufacturer_4,petrol,2018,2018-08-15,9,79452,114,False
Female,OLIVIA,PONCE,2006-06-01,2006,Manufacturer_5,diesel,2012,2012-10-25,6,45528,76,False
Male,JONATHAN,LUGO,2008-01-01,2008,Manufacturer_4,diesel,2017,2017-08-07,9,60399,115,False
Male,DAVID,SHAH,2017-04-01,2017,Manufacturer_5,diesel,2020,2020-01-04,3,18297,33,False
Male,ANTHONY,GLOVER,2014-11-01,2014,Manufacturer_4,petrol,2020,2020-06-18,6,127350,67,False
Female,ASHLEY,WATSON,2005-03-01,2005,Manufacturer_5,petrol,2009,2009-12-04,4,20800,57,False
Female,MADISON,VAUGHAN,2016-06-01,2016,Manufacturer_5,petrol,2017,2017-11-10,1,22990,17,False
Male,MASON,MAXWELL,2011-06-01,2011,Manufacturer_3,diesel,2020,2020-04-01,9,186120,106,False
Male,JOSHUA,BEIL,2018-08-01,2018,Manufacturer_1,diesel,2020,2020-02-25,2,15880,18,False
Male,JAMES,CHANG,2019-07-01,2019,Manufacturer_1,diesel,2020,2020-10-23,1,18121,15,False
Female,EMILY,COOPER,2006-05-01,2006,Manufacturer_5,petrol,2008,2008-01-17,2,45086,20,False
Male,DAVID,BLAIR,2014-12-01,2014,Manufacturer_4,diesel,2017,2017-07-21,3,68322,31,False
Female,ARIA,MILLER,2006-03-01,2006,Manufacturer_1,diesel,2015,2015-02-05,9,185706,107,False
Female,AVA,BUTLER,2007-04-01,2007,Manufacturer_3,diesel,2009,2009-11-04,2,24576,31,False
Male,JOSHUA,JENSEN,2007-01-01,2007,Manufacturer_5,diesel,2009,2009-04-04,2,34236,27,False
Male,DAVID,CHRISTENSEN,2010-08-01,2010,Manufacturer_1,diesel,2012,2012-09-20,2,21964,25,False
Male,DYLAN,KENT,2009-10-01,2009,Manufacturer_3,diesel,2017,2017-07-18,8,161280,93,False
Male,BENJAMIN,LUGO,2007-01-01,2007,Manufacturer_3,petrol,2014,2014-08-03,7,138719,91,False
Male,JAYDEN,REYNOLDS,2017-08-01,2017,Manufacturer_3,diesel,2020,2020-11-14,3,14595,39,False
Female,CHARLOTTE,BURCH,2014-08-01,2014,Manufacturer_2,diesel,2020,2020-03-19,6,63144,67,False
Female,ELIZABETH,LEAL,2007-06-01,2007,Manufacturer_3,petrol,2016,2016-07-01,9,204372,109,False
Male,LIAM,OROZCO,2018-08-01,2018,Manufacturer_5,diesel,2020,2020-08-24,2,32772,24,False
Male,ANGEL,LOPEZ,2006-06-01,2006,Manufacturer_2,diesel,2008,2008-10-18,2,29684,28,False
Female,SOPHIA,BUTLER,2013-11-01,2013,Manufacturer_5,petrol,2016,2016-12-11,3,63411,37,False
Male,MATTHEW,KAUR,2017-04-01,2017,Manufacturer_3,petrol,2020,2020-09-10,3,50349,41,False
Female,EVELYN,OWEN,2017-11-01,2017,Manufacturer_4,petrol,2020,2020-04-18,3,73233,29,False
Female,OLIVIA,BARRETT,2016-05-01,2016,Manufacturer_4,diesel,2020,2020-11-20,4,29652,54,False
Female,ASHLEY,FERGUSON,2010-04-01,2010,Manufacturer_5,petrol,2011,2011-05-06,1,4651,13,True
Male,ANDREW,CAREY,2016-07-01,2016,Manufacturer_5,petrol,2020,2020-02-05,4,33224,43,False
Male,SEBASTIAN,FOSTER,2012-10-01,2012,Manufacturer_5,diesel,2013,2013-11-08,1,21737,13,False
Male,ALEXANDER,BURNETT,2010-10-01,2010,Manufacturer_2,diesel,2017,2017-12-01,7,106813,86,False
Male,JOSEPH,BRIGGS,2015-03-01,2015,Manufacturer_5,diesel,2020,2020-06-08,5,85190,63,False
Female,SOFIA,GATES,2019-02-01,2019,Manufacturer_1,petrol,2020,2020-09-22,1,9105,19,True
Female,AVA,LYONS,2015-09-01,2015,Manufacturer_1,diesel,2020,2020-11-20,5,22150,62,False
Female,ISABELLA,WISE,2009-11-01,2009,Manufacturer_1,petrol,2011,2011-12-03,2,11656,25,False
Female,AVA,HARDING,2019-07-01,2019,Manufacturer_3,petrol,2020,2020-02-20,1,18693,7,False
Male,JOSEPH,MAY,2008-08-01,2008,Manufacturer_3,diesel,2011,2011-01-01,3,16872,29,False
Male,NATHAN,HOOVER,2007-02-01,2007,Manufacturer_5,diesel,2016,2016-07-08,9,71730,113,False
Male,AIDEN,ENGLISH,2011-02-01,2011,Manufacturer_3,petrol,2014,2014-12-08,3,12708,46,False
Male,JOSEPH,GREGORY,2010-12-01,2010,Manufacturer_1,petrol,2016,2016-06-04,6,124872,66,False
Female,MADISON,REID,2008-02-01,2008,Manufacturer_2,petrol,2015,2015-09-21,7,74753,91,False
Female,SARAH,ROSE,2017-05-01,2017,Manufacturer_3,petrol,2020,2020-01-14,3,64134,32,False
Female,MADISON,BARR,2012-02-01,2012,Manufacturer_1,petrol,2017,2017-05-05,5,25485,63,False
Male,ANGEL,TANNER,2009-09-01,2009,Manufacturer_3,petrol,2017,2017-09-08,8,121040,96,False
Female,ANDREA,YODER,2016-03-01,2016,Manufacturer_4,petrol,2019,2019-01-19,3,12690,34,False
Male,MASON,BOWEN,2011-11-01,2011,Manufacturer_5,petrol,2018,2018-09-25,7,164941,82,False
Male,ANDREW,ADKINS,2012-09-01,2012,Manufacturer_1,petrol,2013,2013-06-03,1,9752,9,True
Female,GENESIS,NOVAK,2014-04-01,2014,Manufacturer_2,diesel,2019,2019-12-07,5,100440,68,False
Female,CHARLOTTE,ROTH,2006-07-01,2006,Manufacturer_4,diesel,2011,2011-02-11,5,30560,55,False
Female,GENESIS,SANTOS,2005-07-01,2005,Manufacturer_3,diesel,2011,2011-11-19,6,54666,76,False
Female,SCARLETT,WELLS,2017-07-01,2017,Manufacturer_2,diesel,2020,2020-05-04,3,29142,34,False
Female,EMMA,PARRISH,2006-07-01,2006,Manufacturer_2,diesel,2011,2011-03-13,5,121450,56,False
Female,MADISON,MAXWELL,2019-06-01,2019,Manufacturer_2,diesel,2020,2020-08-21,1,16454,14,False
Female,ANDREA,SOSA,2019-10-01,2019,Manufacturer_1,diesel,2020,2020-09-14,1,15861,11,False
Male,ADRIAN,CUEVAS,2006-04-01,2006,Manufacturer_3,diesel,2010,2010-12-04,4,76168,56,False
Male,JOSE,RUBIO,2016-03-01,2016,Manufacturer_5,petrol,2020,2020-12-19,4,39920,57,False
Female,ALYSSA,ACEVEDO,2013-09-01,2013,Manufacturer_4,diesel,2019,2019-08-19,6,116652,71,False
Male,NATHAN,GARDNER,2017-09-01,2017,Manufacturer_5,diesel,2020,2020-02-17,3,67035,29,False
Male,DYLAN,HUFF,2014-12-01,2014,Manufacturer_2,diesel,2016,2016-03-17,2,23958,15,False
Male,ADRIAN,ARIAS,2017-09-01,2017,Manufacturer_4,diesel,2020,2020-09-17,3,23112,36,False
Female,MIA,KNIGHT,2005-03-01,2005,Manufacturer_3,petrol,2014,2014-03-10,9,93672,108,False
Female,ALLISON,CAMERON,2009-12-01,2009,Manufacturer_5,petrol,2015,2015-03-04,6,133812,63,False
Male,MATTHEW,GUZMAN,2015-01-01,2015,Manufacturer_4,diesel,2020,2020-09-24,5,124830,68,False
Female,ELIZABETH,GAINES,2010-11-01,2010,Manufacturer_1,diesel,2013,2013-09-04,3,63060,34,False
Female,ZOE,ARROYO,2017-05-01,2017,Manufacturer_5,petrol,2020,2020-11-18,3,73014,42,False
Male,GABRIEL,CURTIS,2005-08-01,2005,Manufacturer_1,diesel,2008,2008-09-11,3,48816,37,False
Male,CHRISTIAN,NORMAN,2018-07-01,2018,Manufacturer_2,diesel,2020,2020-08-07,2,43334,25,False
Male,ALEXANDER,BUCKLEY,2006-06-01,2006,Manufacturer_3,petrol,2007,2007-06-22,1,21196,12,False
Male,DANIEL,SANCHEZ,2014-09-01,2014,Manufacturer_4,petrol,2020,2020-08-16,6,24036,71,False
Female,SOFIA,SIERRA,2017-03-01,2017,Manufacturer_4,diesel,2020,2020-07-09,3,13680,40,False
Female,CAMILA,CALHOUN,2011-02-01,2011,Manufacturer_3,petrol,2013,2013-03-05,2,48810,25,False
Female,SCARLETT,YORK,2015-02-01,2015,Manufacturer_3,diesel,2018,2018-02-16,3,15285,36,False
Female,EVELYN,COOPER,2018-03-01,2018,Manufacturer_1,diesel,2020,2020-05-09,2,29916,26,False
Female,CHLOE,CALLAHAN,2007-12-01,2007,Manufacturer_5,diesel,2015,2015-03-23,8,175952,87,False
Male,JACOB,DONALDSON,2016-01-01,2016,Manufacturer_3,diesel,2019,2019-04-23,3,60645,39,False
Female,MADISON,WALTON,2014-12-01,2014,Manufacturer_4,petrol,2020,2020-04-12,6,40926,64,False
Female,BRIANNA,FULLER,2010-07-01,2010,Manufacturer_4,petrol,2019,2019-11-19,9,46800,112,False
Female,SAMANTHA,MALONE,2014-08-01,2014,Manufacturer_4,diesel,2020,2020-05-07,6,48222,69,False
Female,VICTORIA,TRAN,2016-09-01,2016,Manufacturer_5,petrol,2020,2020-10-22,4,56140,49,False
Female,EVELYN,ELLIS,2005-07-01,2005,Manufacturer_3,petrol,2006,2006-03-03,1,23527,8,False
Male,DAVID,HO,2008-08-01,2008,Manufacturer_1,petrol,2015,2015-02-06,7,72968,78,False
Male,RYAN,PORTILLO,2005-01-01,2005,Manufacturer_4,diesel,2010,2010-04-15,5,114725,63,False
Male,JOSEPH,COLON,2015-01-01,2015,Manufacturer_3,petrol,2019,2019-05-02,4,47880,52,False
Female,ALYSSA,SWANSON,2006-11-01,2006,Manufacturer_1,diesel,2014,2014-02-17,8,171880,87,False
Male,ADRIAN,HARRIS,2019-05-01,2019,Manufacturer_5,petrol,2020,2020-05-18,1,12928,12,False
Female,PENELOPE,KELLY,2011-05-01,2011,Manufacturer_1,petrol,2018,2018-11-17,7,102774,90,False
Female,AVA,CAREY,2018-01-01,2018,Manufacturer_3,petrol,2020,2020-04-08,2,10256,27,False
Male,MICHAEL,CONNER,2015-04-01,2015,Manufacturer_2,diesel,2018,2018-06-24,3,60435,38,False
Female,EMILY,FISHER,2007-02-01,2007,Manufacturer_2,diesel,2015,2015-07-11,8,197920,101,False
Female,SCARLETT,BAXTER,2013-08-01,2013,Manufacturer_1,petrol,2020,2020-01-12,7,54684,77,False
Female,AVA,GARZA,2013-03-01,2013,Manufacturer_4,diesel,2016,2016-01-24,3,54993,34,False
Male,JOSEPH,TATE,2005-01-01,2005,Manufacturer_4,diesel,2009,2009-03-12,4,52052,50,False
Male,MICHAEL,HICKMAN,2015-02-01,2015,Manufacturer_4,diesel,2020,2020-06-21,5,47485,64,False
Male,NOAH,BARTON,2010-05-01,2010,Manufacturer_4,diesel,2015,2015-11-09,5,88825,66,False
Male,JOSE,LEE,2014-03-01,2014,Manufacturer_4,diesel,2020,2020-02-08,6,136578,71,False
Male,ALEXANDER,TAYLOR,2012-03-01,2012,Manufacturer_1,diesel,2018,2018-11-18,6,135150,80,False
Female,ISABELLA,HENDERSON,2015-03-01,2015,Manufacturer_4,diesel,2020,2020-04-18,5,60650,61,False
Female,KIMBERLY,ROTH,2015-04-01,2015,Manufacturer_1,petrol,2020,2020-03-16,5,22110,59,False
Female,EMMA,LAMBERT,2019-08-01,2019,Manufacturer_5,petrol,2020,2020-02-17,1,6530,6,True
Male,ANGEL,STARK,2009-10-01,2009,Manufacturer_3,diesel,2013,2013-12-23,4,70036,50,False
Male,NATHAN,LIN,2011-09-01,2011,Manufacturer_5,petrol,2019,2019-02-08,8,179696,89,False
Male,MASON,MURPHY,2005-03-01,2005,Manufacturer_2,diesel,2014,2014-09-15,9,59085,114,False
Female,SAMANTHA,MATHEWS,2009-01-01,2009,Manufacturer_3,diesel,2013,2013-09-24,4,62036,56,False
