,gender,first-name,last-name,date-bought-car,year-bought-car,car-make,engine-type,year-of-visit,date-of-visit,car-age-in-years,car-miles,car-age-in-months
13226,Female,ASHLEY,MONTGOMERY,2012-02-01,2012,Manufacturer_3,diesel,2017,2017-01-06,5,141725,59
13227,Male,RYAN,WARREN,2017-01-01,2017,Manufacturer_4,diesel,2020,2020-02-10,3,40731,37
13228,Male,JAYDEN,BONILLA,2019-09-01,2019,Manufacturer_4,petrol,2020,2020-01-18,1,16096,4
13229,Female,SAMANTHA,BRUCE,2007-06-01,2007,Manufacturer_4,petrol,2009,2009-10-02,2,50176,28
13230,Female,AVA,CUEVAS,2017-04-01,2017,Manufacturer_5,petrol,2020,2020-03-02,3,39981,35
13231,Male,ADRIAN,TREJO,2013-05-01,2013,Manufacturer_1,petrol,2020,2020-04-21,7,152446,83
13232,Female,PENELOPE,WALL,2008-06-01,2008,Manufacturer_1,diesel,2009,2009-03-02,1,18283,9
13233,Female,ALEXA,JOHNSTON,2012-09-01,2012,Manufacturer_2,petrol,2017,2017-03-08,5,83420,54
13234,Male,ALEXANDER,FRAZIER,2005-08-01,2005,Manufacturer_2,diesel,2011,2011-09-05,6,123060,73
13235,Female,EMMA,ODOM,2016-09-01,2016,Manufacturer_3,petrol,2020,2020-11-14,4,81380,50
13236,Female,JASMINE,MEZA,2007-02-01,2007,Manufacturer_5,diesel,2013,2013-04-22,6,71178,74
13237,Male,BRANDON,BECK,2012-10-01,2012,Manufacturer_2,diesel,2020,2020-10-01,8,180440,96
13238,Male,ADRIAN,WALTON,2009-11-01,2009,Manufacturer_2,petrol,2018,2018-05-05,9,70137,102
13239,Female,MIA,CHEN,2007-02-01,2007,Manufacturer_2,diesel,2014,2014-04-16,7,35161,86
13240,Female,SAMANTHA,HARPER,2010-03-01,2010,Manufacturer_3,petrol,2011,2011-04-25,1,28817,13
13241,Female,SAMANTHA,ALVAREZ,2008-06-01,2008,Manufacturer_3,diesel,2016,2016-08-03,8,53256,98
13242,Male,ANDREW,MORTON,2012-06-01,2012,Manufacturer_3,diesel,2020,2020-09-23,8,189456,99
13243,Male,DANIEL,FRANK,2014-06-01,2014,Manufacturer_2,diesel,2015,2015-07-22,1,9113,13
13244,Male,DIEGO,GARDNER,2014-02-01,2014,Manufacturer_2,petrol,2016,2016-07-16,2,12158,29
13245,Male,NOAH,HESTER,2018-06-01,2018,Manufacturer_5,diesel,2020,2020-03-21,2,13192,21
13246,Male,NATHAN,POWERS,2012-10-01,2012,Manufacturer_4,petrol,2013,2013-08-13,1,27222,10
13247,Female,ISABELLA,EDWARDS,2011-02-01,2011,Manufacturer_4,diesel,2019,2019-04-08,8,58664,98
13248,Male,JAMES,CORTES,2006-03-01,2006,Manufacturer_1,diesel,2008,2008-06-12,2,10208,27
13249,Female,CHLOE,SHAW,2010-09-01,2010,Manufacturer_3,diesel,2015,2015-10-12,5,125155,61
13250,Male,ALEXANDER,CHAVEZ,2015-06-01,2015,Manufacturer_2,petrol,2020,2020-10-08,5,84800,64
13251,Female,OLIVIA,BENTON,2019-12-01,2019,Manufacturer_5,diesel,2020,2020-11-09,1,14814,11
13252,Male,ADRIAN,ESTRADA,2017-02-01,2017,Manufacturer_3,diesel,2020,2020-09-16,3,20520,43
13253,Male,JOSEPH,SIMS,2011-07-01,2011,Manufacturer_5,petrol,2019,2019-01-18,8,150456,90
13254,Female,EVELYN,BOND,2011-11-01,2011,Manufacturer_5,diesel,2015,2015-09-06,4,57912,46
13255,Female,ASHLEY,NELSON,2011-08-01,2011,Manufacturer_3,diesel,2017,2017-11-13,6,83112,75
13256,Female,AUDREY,BLANKENSHIP,2016-04-01,2016,Manufacturer_1,diesel,2020,2020-02-05,4,29020,46
13257,Female,ANDREA,ORTEGA,2014-09-01,2014,Manufacturer_4,diesel,2017,2017-03-01,3,79854,30
13258,Male,ANTHONY,VANG,2015-09-01,2015,Manufacturer_5,petrol,2017,2017-12-02,2,59036,27
13259,Male,JONATHAN,OWENS,2019-09-01,2019,Manufacturer_2,petrol,2020,2020-08-02,1,13036,11
13260,Female,ASHLEY,SAUNDERS,2013-08-01,2013,Manufacturer_4,diesel,2020,2020-06-21,7,77700,82
13261,Female,ELIZABETH,LUCERO,2018-01-01,2018,Manufacturer_3,petrol,2020,2020-02-05,2,10936,25
13262,Male,BENJAMIN,RIVERA,2013-11-01,2013,Manufacturer_4,petrol,2016,2016-01-21,3,60369,26
13263,Female,EMMA,MCGEE,2014-07-01,2014,Manufacturer_2,diesel,2020,2020-08-15,6,36462,73
13264,Male,JONATHAN,ROBERTSON,2013-03-01,2013,Manufacturer_5,diesel,2018,2018-12-03,5,55330,69
13265,Female,JASMINE,ROSAS,2016-05-01,2016,Manufacturer_5,diesel,2019,2019-01-21,3,50796,32
13266,Female,SOFIA,MCINTOSH,2014-04-01,2014,Manufacturer_4,diesel,2020,2020-10-04,6,73320,78
13267,Male,ANGEL,SUTTON,2017-08-01,2017,Manufacturer_3,petrol,2020,2020-07-16,3,24009,35
13268,Female,HANNAH,WEBSTER,2008-06-01,2008,Manufacturer_1,petrol,2011,2011-04-20,3,79530,34
13269,Male,LIAM,FLYNN,2018-12-01,2018,Manufacturer_3,diesel,2020,2020-04-19,2,25220,16
13270,Male,DANIEL,THORNTON,2012-04-01,2012,Manufacturer_5,petrol,2016,2016-05-08,4,66164,49
13271,Female,ELIZABETH,ALFARO,2011-06-01,2011,Manufacturer_4,diesel,2015,2015-07-05,4,106812,49
13272,Female,ISABELLA,VILLANUEVA,2012-05-01,2012,Manufacturer_1,petrol,2015,2015-10-12,3,15024,41
13273,Male,NATHAN,CAMPBELL,2008-06-01,2008,Manufacturer_4,diesel,2014,2014-03-14,6,77766,69
13274,Male,JAMES,DOUGHERTY,2014-09-01,2014,Manufacturer_3,petrol,2018,2018-07-24,4,34860,46
13275,Female,GRACE,WILKERSON,2007-11-01,2007,Manufacturer_5,diesel,2015,2015-02-20,8,45160,87
13276,Female,CAMILA,EVANS,2007-12-01,2007,Manufacturer_2,petrol,2014,2014-05-20,7,116389,77
13277,Female,GENESIS,STEWART,2008-09-01,2008,Manufacturer_2,diesel,2016,2016-06-10,8,99080,93
13278,Female,SOFIA,AUSTIN,2005-05-01,2005,Manufacturer_3,diesel,2011,2011-12-05,6,159846,79
13279,Male,ISAAC,TRUJILLO,2010-10-01,2010,Manufacturer_4,petrol,2017,2017-11-17,7,149254,85
13280,Male,MICHAEL,WILLIAMS,2015-01-01,2015,Manufacturer_3,petrol,2020,2020-05-24,5,134085,64
13281,Male,DYLAN,HUYNH,2011-06-01,2011,Manufacturer_3,petrol,2020,2020-03-18,9,186048,105
13282,Female,MIA,CORONA,2014-11-01,2014,Manufacturer_5,diesel,2020,2020-11-21,6,148452,72
13283,Male,NOAH,ELLIS,2006-05-01,2006,Manufacturer_3,diesel,2015,2015-02-06,9,167733,105
13284,Female,ALEXIS,STANTON,2007-05-01,2007,Manufacturer_3,diesel,2010,2010-02-25,3,88131,33
13285,Male,BENJAMIN,CHANG,2018-03-01,2018,Manufacturer_5,diesel,2020,2020-02-09,2,46078,23
13286,Male,LOGAN,SPEARS,2007-09-01,2007,Manufacturer_3,petrol,2010,2010-09-08,3,89637,36
13287,Male,ETHAN,WEISS,2012-08-01,2012,Manufacturer_4,petrol,2016,2016-11-07,4,67264,51
13288,Male,JULIAN,OSBORNE,2016-01-01,2016,Manufacturer_4,diesel,2020,2020-12-10,4,63028,59
13289,Male,BENJAMIN,NUNEZ,2019-09-01,2019,Manufacturer_1,diesel,2020,2020-10-17,1,12959,13
13290,Male,ANGEL,ROMERO,2009-03-01,2009,Manufacturer_3,petrol,2014,2014-02-18,5,143130,59
13291,Female,EVELYN,VENTURA,2016-11-01,2016,Manufacturer_2,petrol,2020,2020-08-20,4,108060,45
13292,Female,ISABELLA,AYALA,2013-03-01,2013,Manufacturer_2,diesel,2014,2014-08-21,1,7321,17
13293,Male,LIAM,DELACRUZ,2008-11-01,2008,Manufacturer_5,diesel,2016,2016-09-02,8,107144,94
13294,Female,MIA,PENA,2005-04-01,2005,Manufacturer_5,petrol,2012,2012-06-13,7,182238,86
13295,Male,LIAM,CHASE,2017-04-01,2017,Manufacturer_4,diesel,2020,2020-12-18,3,59916,44
13296,Female,ZOE,MOSES,2005-02-01,2005,Manufacturer_3,petrol,2009,2009-06-16,4,52520,52
13297,Female,ELIZABETH,ZUNIGA,2017-09-01,2017,Manufacturer_3,petrol,2020,2020-01-04,3,30495,28
13298,Male,NOAH,MIDDLETON,2008-06-01,2008,Manufacturer_5,petrol,2013,2013-10-20,5,36335,64
13299,Male,AIDEN,BANKS,2017-10-01,2017,Manufacturer_5,diesel,2020,2020-07-19,3,88713,33
13300,Female,SAMANTHA,PONCE,2011-09-01,2011,Manufacturer_1,petrol,2012,2012-11-21,1,14995,14
13301,Female,KIMBERLY,FRANCIS,2019-08-01,2019,Manufacturer_1,petrol,2020,2020-05-09,1,14096,9
13302,Female,ANGELINA,CRANE,2007-06-01,2007,Manufacturer_3,diesel,2014,2014-10-22,7,53277,88
13303,Female,CHARLOTTE,GUEVARA,2017-08-01,2017,Manufacturer_5,petrol,2020,2020-11-04,3,54546,39
13304,Female,ABIGAIL,SOLIS,2007-09-01,2007,Manufacturer_2,diesel,2009,2009-08-07,2,13774,23
13305,Female,AVA,BENITEZ,2007-09-01,2007,Manufacturer_3,diesel,2011,2011-01-18,4,96836,40
13306,Female,AVA,BUCKLEY,2009-10-01,2009,Manufacturer_5,petrol,2011,2011-10-04,2,17420,24
13307,Female,VICTORIA,HERRERA,2014-05-01,2014,Manufacturer_1,petrol,2020,2020-09-18,6,47550,76
13308,Female,MIA,AHMED,2017-10-01,2017,Manufacturer_2,petrol,2020,2020-12-09,3,58470,38
13309,Female,ALEXA,LIM,2007-02-01,2007,Manufacturer_5,petrol,2013,2013-12-12,6,110934,82
13310,Male,JOSEPH,TAYLOR,2019-11-01,2019,Manufacturer_2,diesel,2020,2020-01-02,1,28929,2
13311,Female,SCARLETT,VO,2019-03-01,2019,Manufacturer_3,petrol,2020,2020-11-13,1,13718,20
13312,Male,NATHAN,PERSON,2010-06-01,2010,Manufacturer_2,petrol,2013,2013-03-07,3,25326,33
13313,Male,DIEGO,TYLER,2011-12-01,2011,Manufacturer_2,petrol,2015,2015-08-08,4,74140,44
13314,Female,VICTORIA,GALVAN,2013-12-01,2013,Manufacturer_4,petrol,2020,2020-05-18,7,140637,77
13315,Male,BRANDON,HOUSE,2019-01-01,2019,Manufacturer_4,petrol,2020,2020-05-14,1,14896,16
13316,Female,EVELYN,FOX,2007-12-01,2007,Manufacturer_1,petrol,2009,2009-10-08,2,55048,22
13317,Female,BELLA,BARRON,2014-05-01,2014,Manufacturer_5,diesel,2015,2015-10-11,1,22984,17
13318,Female,SOPHIA,REILLY,2005-06-01,2005,Manufacturer_5,diesel,2008,2008-05-17,3,87987,35
13319,Male,MICHAEL,LEVY,2019-08-01,2019,Manufacturer_3,diesel,2020,2020-08-11,1,21968,12
13320,Female,CAMILA,FITZGERALD,2009-01-01,2009,Manufacturer_4,petrol,2018,2018-09-02,9,74574,116
13321,Male,JOSHUA,MCCULLOUGH,2005-12-01,2005,Manufacturer_1,diesel,2006,2006-09-13,1,8384,9
13322,Female,JOCELYN,ACEVEDO,2008-04-01,2008,Manufacturer_5,petrol,2012,2012-02-04,4,41772,46
13323,Male,SEBASTIAN,HAYDEN,2016-04-01,2016,Manufacturer_2,petrol,2020,2020-06-21,4,33596,50
13324,Male,AARON,HAMILTON,2006-06-01,2006,Manufacturer_2,petrol,2009,2009-08-12,3,37269,38
13325,Male,OLIVER,MCCLAIN,2016-01-01,2016,Manufacturer_1,petrol,2020,2020-01-20,4,34496,48
13326,Female,EVELYN,KRAMER,2005-10-01,2005,Manufacturer_1,diesel,2008,2008-12-04,3,60168,38
13327,Female,JASMINE,CONNER,2009-03-01,2009,Manufacturer_2,petrol,2013,2013-07-02,4,99964,52
13328,Male,LIAM,PACE,2008-03-01,2008,Manufacturer_3,diesel,2010,2010-09-05,2,24864,30
13329,Male,ALEXANDER,ENRIQUEZ,2015-01-01,2015,Manufacturer_1,petrol,2018,2018-01-09,3,36606,36
13330,Male,JAYDEN,BRUCE,2014-10-01,2014,Manufacturer_1,diesel,2017,2017-11-17,3,66243,37
13331,Female,SOPHIA,HUNTER,2016-04-01,2016,Manufacturer_2,petrol,2018,2018-07-05,2,39806,27
13332,Female,STEPHANIE,MARIN,2011-01-01,2011,Manufacturer_5,petrol,2020,2020-10-07,9,62631,117
13333,Female,KIMBERLY,HAIL,2019-05-01,2019,Manufacturer_2,diesel,2020,2020-05-09,1,23714,12
13334,Male,ETHAN,STUART,2012-11-01,2012,Manufacturer_3,diesel,2015,2015-11-08,3,73368,36
13335,Male,ANDREW,WHITNEY,2007-02-01,2007,Manufacturer_4,petrol,2013,2013-06-09,6,175002,76
13336,Female,AVA,HUFFMAN,2019-05-01,2019,Manufacturer_4,petrol,2020,2020-04-25,1,10987,11
13337,Female,MELANIE,FIGUEROA,2016-05-01,2016,Manufacturer_1,petrol,2020,2020-12-09,4,117472,55
13338,Male,JAYDEN,WEISS,2016-01-01,2016,Manufacturer_4,petrol,2020,2020-06-06,4,113512,53
13339,Female,ELIZABETH,BENSON,2014-07-01,2014,Manufacturer_1,petrol,2020,2020-07-17,6,133764,72
13340,Male,DAVID,WATKINS,2019-06-01,2019,Manufacturer_5,petrol,2020,2020-10-01,1,19690,16
13341,Male,JACOB,DIAZ,2014-03-01,2014,Manufacturer_5,petrol,2019,2019-05-02,5,145175,62
13342,Male,JOSEPH,ESTRADA,2016-03-01,2016,Manufacturer_5,petrol,2020,2020-10-03,4,96720,55
13343,Female,ALYSSA,CORDOVA,2005-04-01,2005,Manufacturer_2,diesel,2009,2009-02-05,4,99804,46
13344,Female,OLIVIA,RUBIO,2018-01-01,2018,Manufacturer_1,diesel,2020,2020-04-13,2,27408,27
13345,Male,DYLAN,GOODWIN,2019-05-01,2019,Manufacturer_1,petrol,2020,2020-12-24,1,9354,19
13346,Male,ANDREW,BRANDT,2010-10-01,2010,Manufacturer_5,diesel,2013,2013-12-01,3,19557,38
13347,Male,DYLAN,DAVID,2016-06-01,2016,Manufacturer_1,diesel,2020,2020-10-18,4,115960,52
13348,Male,MATTHEW,TODD,2017-06-01,2017,Manufacturer_4,diesel,2020,2020-03-11,3,54090,33
13349,Female,SCARLETT,STEPHENSON,2008-12-01,2008,Manufacturer_2,petrol,2010,2010-12-20,2,48788,24
13350,Male,BRANDON,HERMAN,2018-03-01,2018,Manufacturer_1,petrol,2019,2019-09-10,1,9291,18
13351,Female,GENESIS,WINTERS,2016-04-01,2016,Manufacturer_5,petrol,2020,2020-03-10,4,66896,47
13352,Female,MIA,GREEN,2013-03-01,2013,Manufacturer_4,petrol,2014,2014-09-22,1,8610,18
13353,Female,SOPHIA,JOHNSTON,2006-07-01,2006,Manufacturer_3,petrol,2013,2013-12-06,7,94556,89
13354,Male,BENJAMIN,PONCE,2013-06-01,2013,Manufacturer_1,petrol,2020,2020-11-25,7,192990,89
13355,Male,ANGEL,AVILA,2014-12-01,2014,Manufacturer_1,petrol,2020,2020-11-19,6,102306,71
13356,Male,KEVIN,ROMAN,2017-11-01,2017,Manufacturer_2,diesel,2018,2018-01-12,1,25095,2
13357,Male,JOSE,NIXON,2015-05-01,2015,Manufacturer_5,petrol,2020,2020-06-07,5,25365,61
13358,Male,MASON,ORR,2016-10-01,2016,Manufacturer_2,diesel,2020,2020-06-18,4,68844,44
13359,Female,SAMANTHA,RAMOS,2018-06-01,2018,Manufacturer_3,petrol,2020,2020-12-14,2,28870,30
13360,Male,JULIAN,FARRELL,2005-07-01,2005,Manufacturer_4,petrol,2011,2011-02-06,6,48138,67
13361,Male,ALEXANDER,HOLLOWAY,2008-01-01,2008,Manufacturer_3,diesel,2016,2016-06-23,8,215096,101
13362,Male,ANGEL,RANDALL,2008-04-01,2008,Manufacturer_5,diesel,2011,2011-04-17,3,81042,36
13363,Female,ISABELLA,HENRY,2012-03-01,2012,Manufacturer_1,petrol,2019,2019-01-23,7,65933,82
13364,Female,ELIZABETH,COMBS,2008-02-01,2008,Manufacturer_3,petrol,2009,2009-05-13,1,9302,15
13365,Male,MICHAEL,ROWLAND,2006-11-01,2006,Manufacturer_3,diesel,2008,2008-11-03,2,42468,24
13366,Female,SOFIA,KLEIN,2013-04-01,2013,Manufacturer_5,diesel,2020,2020-03-24,7,98161,83
13367,Male,ADRIAN,MEYERS,2006-11-01,2006,Manufacturer_4,diesel,2013,2013-02-13,7,42784,75
13368,Female,EMILY,FRYE,2010-08-01,2010,Manufacturer_4,petrol,2018,2018-12-24,8,91280,100
13369,Male,NATHAN,LIVINGSTON,2015-05-01,2015,Manufacturer_5,diesel,2020,2020-06-01,5,88150,61
13370,Female,JASMINE,JORDAN,2006-06-01,2006,Manufacturer_3,petrol,2011,2011-06-06,5,116515,60
13371,Female,EMMA,GILBERT,2007-04-01,2007,Manufacturer_4,diesel,2014,2014-07-22,7,65429,87
13372,Male,DAVID,RASMUSSEN,2014-10-01,2014,Manufacturer_3,diesel,2020,2020-07-12,6,104412,69
13373,Male,DANIEL,HUERTA,2010-12-01,2010,Manufacturer_4,diesel,2018,2018-04-16,8,174208,88
13374,Male,DAVID,BRAVO,2012-06-01,2012,Manufacturer_3,diesel,2017,2017-12-19,5,34310,66
13375,Male,JAMES,LANG,2008-11-01,2008,Manufacturer_2,diesel,2009,2009-10-17,1,9115,11
13376,Female,ELIZABETH,NAVARRO,2016-10-01,2016,Manufacturer_5,petrol,2020,2020-07-12,4,39996,45
13377,Female,ZOE,GOULD,2018-08-01,2018,Manufacturer_1,petrol,2020,2020-07-22,2,53712,23
13378,Female,MELANIE,ALVAREZ,2009-11-01,2009,Manufacturer_5,petrol,2010,2010-06-15,1,27901,7
13379,Male,DANIEL,MCCALL,2011-01-01,2011,Manufacturer_4,petrol,2014,2014-09-11,3,15939,44
13380,Male,MATTHEW,MOSLEY,2012-12-01,2012,Manufacturer_3,diesel,2020,2020-03-02,8,221888,87
13381,Male,NATHAN,CANO,2015-11-01,2015,Manufacturer_4,petrol,2020,2020-08-16,5,69500,57
13382,Male,JOSHUA,WEISS,2017-11-01,2017,Manufacturer_4,petrol,2020,2020-07-02,3,51543,32
13383,Female,NATALIE,HANCOCK,2010-05-01,2010,Manufacturer_2,diesel,2015,2015-03-22,5,135715,58
13384,Female,VICTORIA,CERVANTES,2014-03-01,2014,Manufacturer_4,petrol,2020,2020-04-13,6,62070,73
13385,Male,KEVIN,SANTANA,2015-11-01,2015,Manufacturer_1,diesel,2018,2018-06-24,3,45027,31
13386,Female,EMMA,RAYMOND,2007-03-01,2007,Manufacturer_3,diesel,2010,2010-04-19,3,73674,37
13387,Male,ETHAN,ONEILL,2016-09-01,2016,Manufacturer_5,diesel,2020,2020-11-25,4,97240,50
13388,Female,ANDREA,HENDRIX,2014-04-01,2014,Manufacturer_3,petrol,2020,2020-06-20,6,133392,74
13389,Female,JESSICA,CISNEROS,2018-12-01,2018,Manufacturer_5,diesel,2020,2020-10-02,2,32800,22
13390,Female,SAMANTHA,MCINTYRE,2009-11-01,2009,Manufacturer_3,petrol,2012,2012-09-04,3,72405,34
13391,Male,ISAAC,LU,2018-05-01,2018,Manufacturer_1,petrol,2020,2020-10-18,2,45600,29
13392,Male,JOSEPH,CLAY,2008-07-01,2008,Manufacturer_3,diesel,2016,2016-05-19,8,145000,94
13393,Male,MATTHEW,GOLDEN,2013-08-01,2013,Manufacturer_5,petrol,2014,2014-06-22,1,16087,10
13394,Male,ADRIAN,MASON,2019-06-01,2019,Manufacturer_4,diesel,2020,2020-08-02,1,28972,14
13395,Male,GABRIEL,GALLAGHER,2011-08-01,2011,Manufacturer_1,diesel,2014,2014-11-18,3,34563,39
13396,Male,AARON,MATTHEWS,2013-03-01,2013,Manufacturer_2,diesel,2020,2020-08-13,7,65527,89
13397,Male,ISAAC,CRANE,2012-09-01,2012,Manufacturer_1,diesel,2017,2017-07-01,5,67495,58
13398,Female,CHARLOTTE,PORTILLO,2009-01-01,2009,Manufacturer_3,diesel,2015,2015-08-19,6,146718,79
13399,Female,NATALIE,MARTIN,2018-10-01,2018,Manufacturer_1,diesel,2020,2020-06-16,2,57996,20
13400,Female,VICTORIA,WATKINS,2019-09-01,2019,Manufacturer_5,diesel,2020,2020-06-09,1,19599,9
13401,Female,ALEXA,ELLISON,2019-10-01,2019,Manufacturer_5,diesel,2020,2020-10-20,1,29532,12
13402,Female,ASHLEY,HOWARD,2007-07-01,2007,Manufacturer_4,diesel,2010,2010-06-20,3,69288,35
13403,Male,SEBASTIAN,BRANDT,2005-01-01,2005,Manufacturer_5,petrol,2009,2009-05-10,4,65876,52
13404,Female,HANNAH,HUBBARD,2008-02-01,2008,Manufacturer_3,diesel,2010,2010-07-15,2,55532,29
13405,Female,ARIA,NIELSEN,2014-08-01,2014,Manufacturer_2,petrol,2019,2019-06-18,5,47920,58
13406,Female,MIA,JORDAN,2008-08-01,2008,Manufacturer_2,petrol,2012,2012-06-05,4,72168,46
13407,Female,MIA,PRINCE,2009-08-01,2009,Manufacturer_3,petrol,2017,2017-07-17,8,100712,95
13408,Female,BRIANNA,MURILLO,2006-11-01,2006,Manufacturer_4,petrol,2015,2015-05-12,9,113724,102
13409,Male,JOSEPH,ESQUIVEL,2005-08-01,2005,Manufacturer_3,petrol,2011,2011-10-25,6,155058,74
13410,Male,JULIAN,HAWKINS,2014-05-01,2014,Manufacturer_3,diesel,2019,2019-08-02,5,136495,63
13411,Female,ZOE,ZIMMERMAN,2012-03-01,2012,Manufacturer_4,diesel,2014,2014-11-22,2,42196,32
13412,Male,AIDEN,CORTEZ,2016-10-01,2016,Manufacturer_5,petrol,2020,2020-12-24,4,57948,50
13413,Female,CAMILA,VAUGHAN,2008-03-01,2008,Manufacturer_1,diesel,2010,2010-12-16,2,28502,33
13414,Female,EMILY,MCDOWELL,2015-08-01,2015,Manufacturer_2,petrol,2018,2018-04-13,3,41943,32
13415,Male,MATTHEW,SILVA,2011-08-01,2011,Manufacturer_5,petrol,2017,2017-09-05,6,129570,73
13416,Male,ANGEL,HOFFMAN,2017-04-01,2017,Manufacturer_1,diesel,2018,2018-02-03,1,13986,10
13417,Female,SAMANTHA,RUIZ,2014-07-01,2014,Manufacturer_3,diesel,2020,2020-11-20,6,118890,76
13418,Male,DANIEL,HAMILTON,2008-03-01,2008,Manufacturer_2,petrol,2013,2013-04-12,5,101220,61
13419,Female,ISABELLA,VELAZQUEZ,2019-05-01,2019,Manufacturer_2,petrol,2020,2020-08-09,1,15144,15
13420,Female,ABIGAIL,RIVERS,2015-06-01,2015,Manufacturer_3,diesel,2020,2020-06-12,5,58375,60
13421,Female,SARAH,DOUGLAS,2015-11-01,2015,Manufacturer_3,diesel,2018,2018-10-01,3,49554,35
13422,Female,CAMILA,MORGAN,2012-09-01,2012,Manufacturer_2,diesel,2020,2020-05-02,8,87856,92
13423,Male,JOSHUA,FLOWERS,2009-08-01,2009,Manufacturer_3,petrol,2017,2017-11-22,8,146376,99
13424,Female,EVELYN,GRANT,2011-12-01,2011,Manufacturer_5,petrol,2016,2016-07-25,5,107690,55
13425,Male,CHRISTOPHER,COOPER,2019-10-01,2019,Manufacturer_3,petrol,2020,2020-04-20,1,18808,6
13426,Female,ISABELLA,FARLEY,2014-07-01,2014,Manufacturer_2,diesel,2020,2020-08-08,6,103566,73
13427,Female,ANDREA,SPENCER,2019-06-01,2019,Manufacturer_5,diesel,2020,2020-06-18,1,11763,12
13428,Male,NATHAN,HICKMAN,2013-08-01,2013,Manufacturer_3,diesel,2019,2019-05-22,6,119418,69
13429,Female,SCARLETT,ALVARADO,2013-02-01,2013,Manufacturer_1,petrol,2020,2020-06-19,7,110642,88
13430,Female,SOPHIA,BOND,2017-04-01,2017,Manufacturer_1,diesel,2020,2020-06-15,3,52260,38
13431,Male,JOSHUA,PEREZ,2009-02-01,2009,Manufacturer_2,petrol,2010,2010-09-21,1,18948,19
13432,Male,ISAAC,WARREN,2017-02-01,2017,Manufacturer_1,petrol,2020,2020-01-02,3,58044,35
13433,Male,BENJAMIN,HARRISON,2017-02-01,2017,Manufacturer_5,diesel,2020,2020-09-19,3,29091,43
13434,Male,MATTHEW,BUSH,2010-01-01,2010,Manufacturer_4,petrol,2012,2012-11-21,2,58572,34
13435,Female,MADISON,GILBERT,2018-10-01,2018,Manufacturer_4,diesel,2020,2020-02-17,2,19060,16
13436,Female,SOPHIA,BISHOP,2006-09-01,2006,Manufacturer_2,petrol,2015,2015-06-10,9,134163,105
13437,Male,MASON,PHILLIPS,2019-10-01,2019,Manufacturer_5,diesel,2020,2020-10-04,1,18562,12
13438,Male,MATTHEW,CASTANEDA,2007-04-01,2007,Manufacturer_5,petrol,2011,2011-06-14,4,75244,50
13439,Female,AVA,RICE,2009-01-01,2009,Manufacturer_1,petrol,2012,2012-09-23,3,56202,44
13440,Female,ALEXA,HINTON,2013-03-01,2013,Manufacturer_4,diesel,2018,2018-11-01,5,80455,68
13441,Male,JUAN,SHAH,2006-08-01,2006,Manufacturer_3,petrol,2013,2013-03-09,7,170828,79
13442,Female,SAMANTHA,LE,2005-09-01,2005,Manufacturer_4,diesel,2008,2008-05-13,3,26763,32
13443,Male,ADRIAN,DOYLE,2014-06-01,2014,Manufacturer_5,diesel,2018,2018-06-09,4,109084,48
13444,Male,JONATHAN,JEFFERSON,2005-12-01,2005,Manufacturer_5,petrol,2012,2012-09-16,7,206955,81
13445,Female,ASHLEY,ROMAN,2005-08-01,2005,Manufacturer_5,petrol,2007,2007-02-05,2,19604,18
13446,Female,ISABELLA,WATERS,2006-09-01,2006,Manufacturer_5,petrol,2012,2012-01-15,6,110928,64
13447,Female,KIMBERLY,MURPHY,2006-09-01,2006,Manufacturer_1,diesel,2011,2011-04-25,5,95525,55
13448,Female,CHARLOTTE,SCHWARTZ,2013-11-01,2013,Manufacturer_5,diesel,2020,2020-01-08,7,177296,74
13449,Male,JULIAN,HANCOCK,2019-11-01,2019,Manufacturer_4,diesel,2020,2020-11-03,1,15237,12
13450,Female,KIMBERLY,SIMPSON,2007-11-01,2007,Manufacturer_1,diesel,2011,2011-01-12,4,53028,38
13451,Female,SAMANTHA,AGUILAR,2016-08-01,2016,Manufacturer_5,petrol,2019,2019-03-22,3,15573,31
13452,Male,NATHAN,DALTON,2009-06-01,2009,Manufacturer_2,petrol,2015,2015-03-15,6,48654,69
13453,Female,MADISON,BLAIR,2006-04-01,2006,Manufacturer_2,diesel,2014,2014-08-04,8,60640,100
13454,Female,NATALIE,LEACH,2011-10-01,2011,Manufacturer_2,diesel,2012,2012-04-12,1,22012,6
13455,Male,NOAH,DAVID,2007-04-01,2007,Manufacturer_3,petrol,2014,2014-08-16,7,89187,88
13456,Female,ISABELLA,GILBERT,2007-03-01,2007,Manufacturer_2,diesel,2014,2014-12-25,7,39081,93
13457,Female,EMMA,GALVAN,2012-12-01,2012,Manufacturer_5,diesel,2013,2013-04-02,1,26503,4
13458,Female,SOFIA,HOUSE,2009-06-01,2009,Manufacturer_1,diesel,2018,2018-08-15,9,93744,110
13459,Female,ISABELLA,SUMMERS,2013-12-01,2013,Manufacturer_1,petrol,2020,2020-07-25,7,113575,79
13460,Male,ALEXANDER,MORTON,2012-05-01,2012,Manufacturer_3,diesel,2015,2015-10-15,3,26688,41
13461,Male,ISAAC,EDWARDS,2005-11-01,2005,Manufacturer_3,petrol,2006,2006-04-24,1,5347,5
13462,Male,ETHAN,WANG,2019-10-01,2019,Manufacturer_3,diesel,2020,2020-01-03,1,22913,3
13463,Female,ANDREA,LANE,2013-02-01,2013,Manufacturer_2,diesel,2016,2016-05-25,3,60534,39
